Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées
15054;Lecourbe - Jean Maridor;OUI;19;10;8;4;4;OUI;OUI;2024-06-15T12:51:56+02:00;48.83796366147599, 2.2877392172813416;Paris;
15110;Place Robert Guillemard;OUI;24;6;17;15;2;OUI;OUI;2024-06-15T12:51:40+02:00;48.836191728066666, 2.2811267160086417;Paris;
15106;Grenelle - Violet;OUI;35;10;24;22;2;OUI;OUI;2024-06-15T12:52:11+02:00;48.84993035512154, 2.294612042605877;Paris;
44013;Edouard Tremblay - Julian Grimaux;OUI;30;27;3;0;3;OUI;OUI;2024-06-15T12:45:04+02:00;48.781383825117, 2.3723508417606;Vitry-sur-Seine;
5124;Erasme - Ulm;OUI;24;11;13;3;10;OUI;OUI;2024-06-15T12:51:56+02:00;48.84264375274712, 2.3445946723222733;Paris;
6025;Assas - Rennes;OUI;32;31;1;1;0;OUI;OUI;2024-06-15T12:51:24+02:00;48.8492084999386, 2.32851454623001;Paris;
14106;Marc Sangnier - Porte de Vanves;OUI;21;15;6;3;3;OUI;OUI;2024-06-15T12:48:11+02:00;48.825218683556734, 2.3107116669416428;Paris;
31008;François Debergue - Croix de Chavaux;OUI;57;49;8;1;7;OUI;OUI;2024-06-15T12:52:11+02:00;48.857421708072074, 2.437578141689301;Montreuil;
18046;Etienne Jodelle - Saint Ouen;OUI;33;31;1;0;1;OUI;OUI;2024-06-15T12:42:39+02:00;48.88794016394694, 2.326124420314341;Paris;
5028;Censier - Jardin des Plantes;OUI;28;0;27;24;3;OUI;OUI;2024-06-15T12:52:04+02:00;48.84107178161383, 2.355475388467312;Paris;
22406;Guy Môquet - Etienne Dolet;OUI;23;19;4;2;2;OUI;OUI;2024-06-15T12:47:30+02:00;48.81527009991819, 2.298078276995073;Malakoff;
48010;Karl Marx;OUI;16;15;1;0;1;OUI;OUI;2024-06-15T12:46:42+02:00;48.784527937293184, 2.3646667979455587;Villejuif;
2111;Chabanais - Petits Champs;OUI;30;14;16;11;5;OUI;OUI;2024-06-15T12:51:46+02:00;48.86703740186721, 2.336716018617153;Paris;
41202;Gare Rer de Fontenay sous Bois;OUI;61;47;14;5;9;OUI;OUI;2024-06-15T12:47:34+02:00;48.8436279, 2.4630465;Fontenay-sous-Bois;
8054;Bertie Albrecht - Hoche;OUI;32;29;2;1;1;OUI;OUI;2024-06-15T12:50:02+02:00;48.87614039826388, 2.301303138307601;Paris;
11030;Oberkampf - République;OUI;24;20;3;0;3;OUI;OUI;2024-06-15T12:52:12+02:00;48.86531608707, 2.37611478491;Paris;
21209;Molière - République;OUI;30;28;1;0;1;OUI;OUI;2024-06-15T12:48:06+02:00;48.81111581390707, 2.3145738624448158;Montrouge;
1119;Cossonnerie - Sébastopol;OUI;24;1;23;11;12;OUI;OUI;2024-06-15T12:45:35+02:00;48.86132665908402, 2.349419631063938;Paris;
14012;Sibelle - Alésia;OUI;25;20;4;2;2;OUI;OUI;2024-06-15T12:52:15+02:00;48.826701758539215, 2.3384983465075493;Paris;
35020;Marcelle - Thalie;OUI;20;14;4;0;4;OUI;OUI;2024-06-15T12:46:20+02:00;48.8835462, 2.4137883;Pantin;
21005;Hôtel de Ville de Boulogne Billancourt;OUI;26;4;22;18;4;OUI;OUI;2024-06-15T12:52:20+02:00;48.83495885166784, 2.2416803240776066;Boulogne-Billancourt;
25003;Henri Ste-Claire Déville - Paul Héroult;OUI;24;15;8;4;4;OUI;OUI;2024-06-15T12:51:47+02:00;48.892663, 2.172411;Rueil-Malmaison;
35010;Hoche - Jean Lolive;OUI;24;10;12;3;9;OUI;OUI;2024-06-15T12:50:38+02:00;48.89110239200789, 2.402843534946442;Pantin;
9116;Victoire - Chaussée d'Antin;OUI;24;15;9;2;7;OUI;OUI;2024-06-15T12:48:24+02:00;48.875065791004396, 2.3316738009452824;Paris;
14124;David Weill - Parc Montsouris;OUI;22;20;0;0;0;OUI;OUI;2024-06-15T12:49:37+02:00;48.821092374256104, 2.333725690841675;Paris;
11039;Richard Lenoir - Jean-Pierre Timbaud;OUI;36;15;20;17;3;OUI;OUI;2024-06-15T12:52:14+02:00;48.865804276686, 2.3693370749669;Paris;
15133;Saint Lambert - Blomet;OUI;27;22;5;5;0;OUI;OUI;2024-06-15T12:52:21+02:00;48.83659148147257, 2.2930556908249855;Paris;
17013;Legendre - Dulong;OUI;23;17;6;4;2;OUI;OUI;2024-06-15T12:50:37+02:00;48.885325169402904, 2.316423766314984;Paris;
21006;Marcelin Berthelot;OUI;27;20;7;4;3;OUI;OUI;2024-06-15T12:51:47+02:00;48.8415473058801, 2.233161628246308;Boulogne-Billancourt;
16008;Galilée - Kléber;OUI;32;31;1;0;1;OUI;OUI;2024-06-15T12:46:17+02:00;48.86741186571367, 2.290781380114821;Paris;
20131;Repos - Cimetière du Père Lachaise;OUI;33;15;18;12;6;OUI;OUI;2024-06-15T12:52:07+02:00;48.859358523593, 2.3896131366845;Paris;
11026;Chemin Vert - Saint-Maur;OUI;45;38;5;3;2;OUI;OUI;2024-06-15T12:51:41+02:00;48.86112461407359, 2.381299026310444;Paris;
21015;Nationale - Place Jules Guesde;OUI;23;17;6;4;2;OUI;OUI;2024-06-15T12:50:25+02:00;48.82753962462998, 2.2416052222251897;Boulogne-Billancourt;
32604;Square du Théâtre du Garde-Chasse;OUI;50;49;1;0;1;OUI;OUI;2024-06-15T12:51:08+02:00;48.881287375060616, 2.420119643211365;Les Lilas;
44003;Gabriel Péri - Danielle Casanova;OUI;20;9;11;11;0;OUI;OUI;2024-06-15T12:52:16+02:00;48.790114, 2.4025777;Vitry-sur-Seine;
15021;Joseph Liouville - Croix Nivert;OUI;64;10;53;50;3;OUI;OUI;2024-06-15T12:51:16+02:00;48.844835471244416, 2.297508493065834;Paris;
15034;Lakanal - Commerce;OUI;53;9;43;40;3;OUI;OUI;2024-06-15T12:51:42+02:00;48.84442462786544, 2.294059172272682;Paris;
16030;Place de Barcelone - Mirabeau;OUI;55;1;0;0;0;NON;NON;2024-04-10T20:54:42+02:00;48.847623027364, 2.2735664248466;Paris;
22203;Tertres - Fontaine;OUI;28;25;3;0;3;OUI;OUI;2024-06-15T12:44:09+02:00;48.787553654715644, 2.306235730648041;Bagneux;
9010;Rochechouart lamartine;OUI;24;21;2;1;1;OUI;OUI;2024-06-15T12:49:28+02:00;48.876719895109, 2.344393021854;Paris;
42021;Raspail - Manufacture des Oeillets;OUI;32;10;22;15;7;OUI;OUI;2024-06-15T12:49:10+02:00;48.8094458, 2.3903009;Ivry-sur-Seine;
18009;Jean-François Lépine - Stephenson;OUI;22;16;3;1;2;OUI;OUI;2024-06-15T12:49:14+02:00;48.88611466796807, 2.356855627529275;Paris;
1020;Cambon - Rivoli;OUI;40;7;32;16;16;OUI;OUI;2024-06-15T12:51:36+02:00;48.866143390992, 2.3251800647137;Paris;
16038;Molitor - Chardon-Lagache;OUI;34;33;1;1;0;OUI;OUI;2024-06-15T12:48:41+02:00;48.84520880183234, 2.2656840831041336;Paris;
20115;Louis Lumière - Porte de Bagnolet;OUI;20;14;6;2;4;OUI;OUI;2024-06-15T12:50:35+02:00;48.86431136000005, 2.4105210229754443;Paris;
21701;Larmeroux - Baudelaire;OUI;29;14;14;0;14;OUI;OUI;2024-06-15T12:51:04+02:00;48.816939911292, 2.2809894804846;Vanves;
31003;Paris - Emile Zola;OUI;30;26;4;1;3;OUI;OUI;2024-06-15T12:50:05+02:00;48.854898095789295, 2.4186685681343083;Montreuil;
22003;Beffroy;OUI;26;22;2;0;2;OUI;OUI;2024-06-15T12:50:07+02:00;48.886591074488, 2.2613945603371;Neuilly-sur-Seine;
22402;Jean Jaurès - Salvador Allende;OUI;43;32;11;3;8;OUI;OUI;2024-06-15T12:49:34+02:00;48.821475594736775, 2.3026576638221745;Malakoff;
11024;Mairie du 11ème;OUI;51;1;47;39;8;OUI;OUI;2024-06-15T12:52:15+02:00;48.858925, 2.3789759;Paris;
21008;Victor Hugo - Galliéni;OUI;34;14;20;15;5;OUI;OUI;2024-06-15T12:50:12+02:00;48.83802015441127, 2.2460845112800603;Boulogne-Billancourt;
24001;Arche - Léonard de Vinci;OUI;28;16;12;3;9;OUI;OUI;2024-06-15T12:52:18+02:00;48.89790972494496, 2.2383723043644914;Courbevoie;
13050;Quai Panhard et Levassor;OUI;57;24;31;28;3;OUI;OUI;2024-06-15T12:47:37+02:00;48.82837482809675, 2.384273745805574;Paris;
22016;Charles de Gaulle - Sablonville;OUI;26;18;8;3;5;OUI;OUI;2024-06-15T12:45:51+02:00;48.87991924860035, 2.2763770446181297;Neuilly-sur-Seine;
19024;Botzaris - Parc des Buttes Chaumont;OUI;20;20;0;0;0;OUI;OUI;2024-06-15T12:43:41+02:00;48.877951, 2.381464;Paris;
14136;Auguste Cain - Jean Moulin;OUI;40;39;1;1;0;OUI;OUI;2024-06-15T12:49:08+02:00;48.82577028927573, 2.3210415244102482;Paris;
41601;Général De Gaulle - Alouette;OUI;26;24;2;0;2;OUI;OUI;2024-06-15T12:51:37+02:00;48.839109, 2.4175664;Saint-Mandé;
32302;Chemin Vert - Fraternité;OUI;20;14;4;0;4;OUI;OUI;2024-06-15T12:50:50+02:00;48.877141208359035, 2.4461565166711807;Romainville;
23006;Jules Guesde - Alsace;OUI;25;10;14;12;2;OUI;OUI;2024-06-15T12:50:12+02:00;48.890566275506, 2.2950777411461;Levallois-Perret;
10014;Marseille - Beaurepaire;OUI;55;28;26;19;7;OUI;OUI;2024-06-15T12:47:40+02:00;48.871624306962985, 2.3639265082738348;Paris;
17105;Place Madeleine Daniélou;OUI;42;36;3;2;1;OUI;OUI;2024-06-15T12:45:09+02:00;48.883498, 2.282015;Paris;
15046;Parc Georges Brassens - Brancion;OUI;29;25;4;1;3;OUI;OUI;2024-06-15T12:50:20+02:00;48.83227829269761, 2.3022570088505745;Paris;
11105;Parmentier - République;OUI;50;40;10;10;0;OUI;OUI;2024-06-15T12:51:28+02:00;48.8644954, 2.3750124;Paris;
16040;Exelmans - Michel-Ange;OUI;33;28;4;2;2;OUI;OUI;2024-06-15T12:52:20+02:00;48.84309486651855, 2.2597770800669053;Paris;
17125;Marie-Georges Picquart - Pereire;OUI;32;28;4;0;4;OUI;OUI;2024-06-15T12:44:39+02:00;48.88863669349711, 2.3111706599593163;Paris;
21301;Saint-Vincent - Verdun;OUI;34;14;19;15;4;OUI;OUI;2024-06-15T12:48:54+02:00;48.819211549234495, 2.254007756710053;Issy-les-Moulineaux;
16108;Sablons - Georges Mandel;OUI;38;35;3;0;3;OUI;OUI;2024-06-15T12:50:43+02:00;48.863875, 2.28189;Paris;
19029;Seine - Flandre;OUI;19;15;3;2;1;OUI;OUI;2024-06-15T12:51:31+02:00;48.886785741479684, 2.3746193200349808;Paris;
43005;Gare RER de Vincennes;OUI;51;16;34;15;19;OUI;OUI;2024-06-15T12:52:01+02:00;48.847563015126106, 2.433383166790009;Vincennes;
19016;Hautpoul - Jean Jaurès;OUI;32;27;5;2;3;OUI;OUI;2024-06-15T12:50:09+02:00;48.886393679436, 2.3865414544355;Paris;
16136;Théophile Gautier - François Millet;OUI;30;5;23;22;1;OUI;OUI;2024-06-15T12:51:59+02:00;48.85034821320644, 2.273029983043671;Paris;
32003;Wilson - Métallurgie;OUI;28;17;11;5;6;OUI;OUI;2024-06-15T12:51:28+02:00;48.909423010092326, 2.3584435880184174;Saint-Denis;
19032;Villette - Belleville;OUI;48;35;10;5;5;OUI;OUI;2024-06-15T12:52:02+02:00;48.8726877314, 2.376461327076;Paris;
11042;Grand Prieuré - Crussol;OUI;49;16;30;22;8;OUI;OUI;2024-06-15T12:52:15+02:00;48.864660627935, 2.3692265531829;Paris;
19022;Marché Secrétan;OUI;26;20;3;1;2;OUI;OUI;2024-06-15T12:51:11+02:00;48.88125496379482, 2.373463287949562;Paris;
32026;Leroy des Barres - Médiathèque;OUI;26;14;11;5;6;OUI;OUI;2024-06-15T12:50:48+02:00;48.928253687082, 2.3681719727966;Saint-Denis;
15103;Cauchy - Cévennes;OUI;51;35;16;15;1;OUI;OUI;2024-06-15T12:50:37+02:00;48.8433725710224, 2.275132834911347;Paris;
9005;Square d'Anvers;OUI;33;27;4;0;4;OUI;OUI;2024-06-15T12:50:50+02:00;48.882633484311, 2.3448844062122;Paris;
20134;Lieutenant Chauré - Etienne Marey;OUI;20;18;1;0;1;OUI;OUI;2024-06-15T12:51:22+02:00;48.86746195408435, 2.405970990657807;Paris;
7102;Mairie du 7ème;OUI;48;45;2;1;1;OUI;OUI;2024-06-15T12:51:59+02:00;48.8577967, 2.3192664;Paris;
13002;Arago - Glacière;OUI;27;22;5;3;2;OUI;OUI;2024-06-15T12:48:21+02:00;48.83486054775774, 2.3445770524322067;Paris;
5123;Saint-Germain - Thenard;OUI;31;1;30;24;6;OUI;OUI;2024-06-15T12:47:53+02:00;48.850571, 2.3471015;Paris;
11035;Parmentier - Abel Rabaud;OUI;52;45;6;3;3;OUI;OUI;2024-06-15T12:50:01+02:00;48.86921273836114, 2.371688821240712;Paris;
42301;Gare Arcueil - Cachan;OUI;26;24;2;1;1;OUI;OUI;2024-06-15T12:50:58+02:00;48.799824, 2.328171;Arcueil;
42010;Mairie d'Ivry-sur-Seine;OUI;53;20;31;31;0;OUI;OUI;2024-06-15T12:52:17+02:00;48.81057120969284, 2.3842826485633855;Ivry-sur-Seine;
42504;Gare RER de Gentilly;OUI;30;24;5;2;3;OUI;OUI;2024-06-15T12:51:31+02:00;48.814280450380224, 2.3410347104072575;Gentilly;
46001;Place Paul Eluard;OUI;19;2;16;7;9;OUI;OUI;2024-06-15T12:49:00+02:00;48.7672039733195, 2.4144977331161503;Choisy-le-Roi;
26013;Quai du docteur Dervaux;OUI;26;18;7;5;2;OUI;OUI;2024-06-15T12:34:33+02:00;48.910482, 2.297998;Asnières-sur-Seine;
22006;Pierret - Madrid;OUI;28;24;4;0;4;OUI;OUI;2024-06-15T12:48:34+02:00;48.882976576876565, 2.260125767248034;Neuilly-sur-Seine;
20111;Villiers de l'Isle Adam - Pyrénées;OUI;20;20;0;0;0;OUI;OUI;2024-06-15T12:45:39+02:00;48.867362, 2.396222;Paris;
17028;Reims - Raymond Pitet;OUI;37;25;12;11;1;OUI;OUI;2024-06-15T12:51:19+02:00;48.8888, 2.296319;Paris;
42015;Place Jean Ferrat;OUI;25;20;4;3;1;OUI;OUI;2024-06-15T12:49:09+02:00;48.8184945213025, 2.3744174838066106;Ivry-sur-Seine;
42302;Aristide Briand - Gare de Bagneux;OUI;22;16;5;2;3;OUI;OUI;2024-06-15T12:47:54+02:00;48.79387269664978, 2.321148812770844;Cachan;
31010;Stalingrad - Désiré Chevalier;OUI;42;13;7;0;7;OUI;OUI;2024-06-15T12:51:07+02:00;48.85670169739857, 2.445072233676911;Montreuil;
9032;Mathurins - Auber;OUI;36;7;29;16;13;OUI;OUI;2024-06-15T12:51:49+02:00;48.872988840744, 2.3294984212276;Paris;
19008;Flandre - Alphonse Karr;OUI;26;26;0;0;0;OUI;OUI;2024-06-15T12:47:41+02:00;48.89465, 2.381868;Paris;
21104;Madame de Sanzillon - Mozart;OUI;22;8;12;10;2;OUI;OUI;2024-06-15T12:52:17+02:00;48.90379820774301, 2.3187401890754704;Clichy;
41402;Victor Hugo - Ecoles;OUI;25;2;23;10;13;OUI;OUI;2024-06-15T12:50:53+02:00;48.80476007936134, 2.4180373930262093;Alfortville;
1013;Place du Palais Royal;OUI;67;5;62;45;17;OUI;OUI;2024-06-15T12:51:20+02:00;48.862382970647, 2.3384822532535;Paris;
51004;Général Delambre - Prebuard;OUI;29;21;8;3;5;OUI;OUI;2024-06-15T12:51:26+02:00;48.93870344444, 2.2234171606307;Argenteuil;
8025;Miromesnil - La Boétie;OUI;35;28;6;5;1;OUI;OUI;2024-06-15T12:47:21+02:00;48.873722412917, 2.3158480972052;Paris;
18012;Stephenson - Doudeauville;OUI;36;31;4;3;1;OUI;OUI;2024-06-15T12:48:42+02:00;48.888537048944826, 2.3561610281467438;Paris;
20121;Boyer - Ménilmontant;OUI;19;16;2;1;1;OUI;OUI;2024-06-15T12:47:11+02:00;48.868895162679, 2.3919824145635;Paris;
14036;Boulard - Daguerre;OUI;45;42;3;1;2;OUI;OUI;2024-06-15T12:52:19+02:00;48.83446472680611, 2.3293386027216907;Paris;
19013;Laumière - Petit;OUI;34;31;3;2;1;OUI;OUI;2024-06-15T12:50:51+02:00;48.88467368538326, 2.380039058625698;Paris;
18201;Tristan Tzara -  Tchaïkovski;OUI;33;29;4;3;1;OUI;OUI;2024-06-15T12:51:47+02:00;48.89490221746837, 2.3648490384221077;Paris;
1002;Victoria - Place du Chatelet;OUI;22;1;19;11;8;OUI;OUI;2024-06-15T12:50:42+02:00;48.857992591527, 2.3469167947769;Paris;
23009;Anatole France - Louise Michel;OUI;50;49;1;1;0;OUI;OUI;2024-06-15T12:51:56+02:00;48.88873214926474, 2.2881576418876652;Levallois-Perret;
20043;Charonne - Avron;OUI;27;15;12;6;6;OUI;OUI;2024-06-15T12:52:17+02:00;48.851602665222, 2.3984030470379;Paris;
21313;Guynemer - Séverine;OUI;26;2;24;21;3;OUI;OUI;2024-06-15T12:51:34+02:00;48.83091743371036, 2.2790706530213356;Issy-les-Moulineaux;
32016;Place de la Porte de Paris;OUI;40;19;19;6;13;OUI;OUI;2024-06-15T12:49:25+02:00;48.93009363207303, 2.3564037680625916;Saint-Denis;
28001;Richard Wallace - Place du 8 Mai 1945;OUI;30;21;6;5;1;OUI;OUI;2024-06-15T12:51:57+02:00;48.87866794788021, 2.2420343756675725;Puteaux;
15201;Place Amédée Gordini - Lefebvre;OUI;38;34;3;1;2;OUI;OUI;2024-06-15T12:45:15+02:00;48.83061737745, 2.2920634208276;Paris;
26007;Square Gilbert Thomain;OUI;20;2;17;6;11;OUI;OUI;2024-06-15T12:48:49+02:00;48.90717373809284, 2.2695400938391685;Asnières-sur-Seine;
11004;Charonne - Faubourg Saint-Antoine;OUI;34;26;6;2;4;OUI;OUI;2024-06-15T12:52:15+02:00;48.852191909696, 2.3740932717919;Paris;
11007;Jean Macé - Faidherbe;OUI;63;11;51;44;7;OUI;OUI;2024-06-15T12:52:20+02:00;48.85337548426, 2.3828620836139;Paris;
92008;Hôtel de Ville de Nanterre;OUI;38;22;16;11;5;OUI;OUI;2024-06-15T12:51:57+02:00;48.892371898250424, 2.205548956990242;Nanterre;
7015;Varenne;OUI;47;40;6;3;3;OUI;OUI;2024-06-15T12:47:08+02:00;48.857202661803, 2.3152771219611;Paris;
43003;Hôpital Bégin;OUI;26;25;0;0;0;OUI;OUI;2024-06-15T12:49:28+02:00;48.84571672113014, 2.4272462725639348;Vincennes;
15025;Dupleix - du Guesclin;OUI;47;19;28;25;3;OUI;OUI;2024-06-15T12:50:24+02:00;48.85147910413369, 2.296709530055523;Paris;
11036;Jules Ferry - Faubourg du Temple Paris;OUI;58;21;35;22;13;OUI;OUI;2024-06-15T12:51:30+02:00;48.868397, 2.3678933;Paris;
35018;Ancien Canal - Hélène Brion;OUI;23;21;2;1;1;OUI;OUI;2024-06-15T12:44:24+02:00;48.89484799296163, 2.4188338592648506;Pantin;
12009;Charenton - Diderot;OUI;18;2;16;12;4;OUI;OUI;2024-06-15T12:51:58+02:00;48.846171461187, 2.3793068155646;Paris;
19005;Flandre - Riquet;OUI;21;17;2;0;2;OUI;OUI;2024-06-15T12:47:22+02:00;48.888013281448, 2.3737595955229;Paris;
19125;Place de l'Édit de Nantes;OUI;30;26;3;2;1;OUI;OUI;2024-06-15T12:52:06+02:00;48.88879, 2.3785;Paris;
41606;Pasteur - Gambetta;OUI;19;10;8;4;4;OUI;OUI;2024-06-15T12:51:17+02:00;48.84572797384512, 2.4236011505126953;Saint-Mandé;
19205;Simon Bolivar - Henri Turot;NON;1;1;0;0;0;NON;NON;2024-05-28T11:53:49+02:00;48.877475489801, 2.3739709492211;Paris;
17011;Fragonard - Porte de Clichy;OUI;56;19;37;31;6;OUI;OUI;2024-06-15T12:51:47+02:00;48.894155633419, 2.3143893107772;Paris;
9021;Saint Georges - d'Aumale;OUI;23;20;3;1;2;OUI;OUI;2024-06-15T12:51:01+02:00;48.87778639599673, 2.337429821491241;Paris;
17045;Place des Ternes.;OUI;46;41;4;3;1;OUI;OUI;2024-06-15T12:47:03+02:00;48.878438631226516, 2.297727763652802;Paris;
12027;Montgallet - Charenton;OUI;16;0;16;13;3;OUI;OUI;2024-06-15T12:51:33+02:00;48.842647778701, 2.3861649278137;Paris;
33018;Edouard Poisson - Victor Hugo;OUI;30;13;17;12;5;OUI;OUI;2024-06-15T12:51:08+02:00;48.91118557052621, 2.379864752692811;Aubervilliers;
32303;Gaston Roussel - Commune de Paris;OUI;30;21;7;3;4;OUI;OUI;2024-06-15T12:49:31+02:00;48.89432034553156, 2.432552274419542;Romainville;
12013;Montgallet - Reuilly;OUI;16;4;12;4;8;OUI;OUI;2024-06-15T12:51:36+02:00;48.844291, 2.3896481;Paris;
42029;Stalingrad - Germaine Tailleferre;OUI;28;23;2;2;0;OUI;OUI;2024-06-15T12:49:58+02:00;48.80257200481316, 2.3786691203713417;Ivry-sur-Seine;
21305;Place Jacques Madaule;OUI;25;3;21;17;4;OUI;OUI;2024-06-15T12:51:22+02:00;48.823933787309, 2.2606918215752;Issy-les-Moulineaux;
12115;Porte de Vincennes;OUI;33;22;7;6;1;OUI;OUI;2024-06-15T12:52:09+02:00;48.846454, 2.415514;Paris;
11115;Montreuil - Gonnet;OUI;24;17;6;3;3;OUI;OUI;2024-06-15T12:47:23+02:00;48.850500564921, 2.3890856287864;Paris;
8035;Bienfaisance - Place de Narvik;OUI;36;28;8;3;5;OUI;OUI;2024-06-15T12:52:13+02:00;48.87660163459077, 2.3129771277308464;Paris;
5021;Jussieu - Fossés Saint-Bernard;OUI;39;1;35;18;17;OUI;OUI;2024-06-15T12:51:49+02:00;48.84718551002347, 2.3534858599305153;Paris;
17102;Alfred Roll - Berthier;OUI;28;21;7;6;1;OUI;OUI;2024-06-15T12:51:13+02:00;48.887808570529, 2.3000952981763;Paris;
6013;Jacques Callot - Mazarine;OUI;28;5;22;5;17;OUI;OUI;2024-06-15T12:46:49+02:00;48.85528017533187, 2.337574325501919;Paris;
16111;Faustin Hélie - Desbordes-Valmore;OUI;33;31;0;0;0;OUI;OUI;2024-06-15T12:50:56+02:00;48.859403, 2.276522;Paris;
21955;Vaugirard - Verrerie;NON;0;0;0;0;0;NON;NON;2024-05-27T11:10:26+02:00;48.820881336842, 2.2367222622987;Meudon;
18110;Departement - Pajol;OUI;19;14;5;2;3;OUI;OUI;2024-06-15T12:49:59+02:00;48.886674849730184, 2.3613611608743668;Paris;
16121;Jardin d'Acclimatation;OUI;33;20;13;3;10;OUI;OUI;2024-06-15T12:52:21+02:00;48.878772242510465, 2.270772233605385;Paris;
10113;Parmentier - Hôpital Saint-Louis;OUI;43;32;9;6;3;OUI;OUI;2024-06-15T12:52:20+02:00;48.871379874257, 2.3698963836667;Paris;
23801;Place de la Gare;NON;0;0;0;0;0;NON;NON;2024-05-27T11:42:00+02:00;48.838513582184, 2.1866139007512;Garches;
43402;Place de Verdun;OUI;40;5;35;33;2;OUI;OUI;2024-06-15T12:50:27+02:00;48.8202823, 2.473775;Joinville-le-Pont;
15010;Square Cambronne;OUI;59;15;42;41;1;OUI;OUI;2024-06-15T12:51:25+02:00;48.84756654526, 2.3025691509247;Paris;
14021;Place de la Porte de Châtillon;OUI;59;52;7;3;4;OUI;OUI;2024-06-15T12:51:53+02:00;48.8242469, 2.3186306;Paris;
16124;Route de Sèvres - Porte de Bagatelle;OUI;66;29;37;31;6;OUI;OUI;2024-06-15T12:51:51+02:00;48.87525984132485, 2.249415814876557;Paris;
8033;Commandant Rivière;OUI;42;38;3;1;2;OUI;OUI;2024-06-15T12:51:23+02:00;48.872933, 2.309796;Paris;
33003;Bordier - Félix Faure;OUI;48;22;26;14;12;OUI;OUI;2024-06-15T12:52:02+02:00;48.90390751882016, 2.3830059170722966;Aubervilliers;
23001;Paul Vaillant Couturier - Chaptal;OUI;39;37;0;0;0;OUI;OUI;2024-06-15T12:52:12+02:00;48.893479576183, 2.2775253653526;Levallois-Perret;
7009;Assemblée Nationale;OUI;76;66;9;6;3;OUI;OUI;2024-06-15T12:46:11+02:00;48.861411014652, 2.3201214185208;Paris;
41102;Gare de Laplace;OUI;43;36;7;1;6;OUI;OUI;2024-06-15T12:50:41+02:00;48.80893199114179, 2.3349460959434514;Arcueil;
14117;Gare Montparnasse - René Mouchotte;OUI;39;5;34;8;26;OUI;OUI;2024-06-15T12:52:17+02:00;48.83920384329242, 2.320883944630623;Paris;
17037;Bayen - Pereire;OUI;22;17;5;2;3;OUI;OUI;2024-06-15T12:51:57+02:00;48.881804409079656, 2.2921088710427284;Paris;
25005;18 juin 1940 - Buzenval;OUI;25;21;4;1;3;OUI;OUI;2024-06-15T12:51:32+02:00;48.868807, 2.185428;Rueil-Malmaison;
18141;Clignancourt - Sofia;OUI;19;15;3;2;1;OUI;OUI;2024-06-15T12:50:53+02:00;48.88511992309783, 2.34719488842051;Paris;
14034;Ouest - Château;OUI;23;19;2;0;2;OUI;OUI;2024-06-15T12:51:39+02:00;48.83617286014242, 2.319392143923804;Paris;
19004;Quai de la Loire - Jean Jaurès;OUI;16;13;2;1;1;OUI;OUI;2024-06-15T12:51:14+02:00;48.88339733854529, 2.371074522980134;Paris;
25008;Place du 8 Mai 1945;OUI;18;15;1;0;1;OUI;OUI;2024-06-15T12:46:41+02:00;48.871552174017, 2.2025031970585;Rueil-Malmaison;
33009;Félix Faure - Sadi Carnot;OUI;33;23;9;3;6;OUI;OUI;2024-06-15T12:51:56+02:00;48.90812110228388, 2.378623187541962;Aubervilliers;
12201;Dugommier;OUI;53;18;32;28;4;OUI;OUI;2024-06-15T12:51:12+02:00;48.838811048815, 2.3896577954292;Paris;
5106;Cujas - Saint-Michel;OUI;19;6;12;1;11;OUI;OUI;2024-06-15T12:51:37+02:00;48.848191348584, 2.341831654854;Paris;
33001;Victor Hugo - Magasins Généraux;OUI;34;26;8;5;3;OUI;OUI;2024-06-15T12:51:57+02:00;48.903281401126755, 2.368072383105755;Aubervilliers;
22505;Mairie de La Garenne Colombes;OUI;22;13;8;2;6;OUI;OUI;2024-06-15T12:51:27+02:00;48.90663823468682, 2.24679596722126;La Garenne-Colombes;
16034;Porte d'Auteuil;OUI;33;22;9;5;4;OUI;OUI;2024-06-15T12:50:02+02:00;48.8479394142243, 2.2608396783471107;Paris;
13045;Jean Colly - Tolbiac;OUI;36;21;13;5;8;OUI;OUI;2024-06-15T12:47:10+02:00;48.827817291597846, 2.3705490678548813;Paris;
23802;Raymond Poincaré - Allée de la Marche;NON;0;0;0;0;0;NON;NON;2024-05-27T11:47:05+02:00;48.838634069623, 2.1724102640451;Garches;
19115;Porte de la Villette;OUI;27;19;6;3;3;OUI;OUI;2024-06-15T12:50:09+02:00;48.89835196548483, 2.386150136590004;Paris;
19019;Petit - Manin;OUI;22;12;8;4;4;OUI;OUI;2024-06-15T12:50:50+02:00;48.88650687534334, 2.3938155401308374;Paris;
32010;Place aux Étoiles;OUI;40;32;8;3;5;OUI;OUI;2024-06-15T12:52:19+02:00;48.91835629408464, 2.3523425683379173;Saint-Denis;
20036;Ménilmontant - Pelleport;OUI;19;16;3;0;3;OUI;OUI;2024-06-15T12:51:04+02:00;48.87068263384462, 2.398959602331646;Paris;
